Entity,trait,structure_measured,trait_groupings,trait_group_for_portal,core_trait
https://w3id.org/APD/traits/trait_0000146,leaf_senesced_S_per_dry_mass,leaf [PO_0025034],senesced leaf mineral and ion content trait [trait_group_0000108],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0000152,leaf_senesced_Zn_per_dry_mass,leaf [PO_0025034],senesced leaf mineral and ion content trait [trait_group_0000108],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0022012,leaf_N_resorption,leaf [PO_0025034],nutrient recycling trait [trait_group_0022002],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0022013,leaf_P_resorption,leaf [PO_0025034],nutrient recycling trait [trait_group_0022002],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0000216,stem_C_per_dry_mass,stem [PO_0009047],stem mineral and ion content trait [trait_group_0000206],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0000238,stem_N_per_dry_mass,stem [PO_0009047],stem mineral and ion content trait [trait_group_0000206],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0000416,wood_C_per_dry_mass,"stem [PO_0009047]; wood, secondary xylem [PO_0005848]",wood mineral and ion content trait [trait_group_0000408],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0000418,wood_Ca_per_dry_mass,"stem [PO_0009047]; wood, secondary xylem [PO_0005848]",wood mineral and ion content trait [trait_group_0000408],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0000430,wood_K_per_dry_mass,"stem [PO_0009047]; wood, secondary xylem [PO_0005848]",wood mineral and ion content trait [trait_group_0000408],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0000432,wood_Mg_per_dry_mass,"stem [PO_0009047]; wood, secondary xylem [PO_0005848]",wood mineral and ion content trait [trait_group_0000408],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0000438,wood_N_per_dry_mass,"stem [PO_0009047]; wood, secondary xylem [PO_0005848]",wood mineral and ion content trait [trait_group_0000408],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0000440,wood_Na_per_dry_mass,"stem [PO_0009047]; wood, secondary xylem [PO_0005848]",wood mineral and ion content trait [trait_group_0000408],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0000444,wood_P_per_dry_mass,"stem [PO_0009047]; wood, secondary xylem [PO_0005848]",wood mineral and ion content trait [trait_group_0000408],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0000518,wood_dead_Ca_per_dry_mass,"stem [PO_0009047]; wood, secondary xylem [PO_0005848]",senesced wood mineral and ion content trait [trait_group_0000508],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0000530,wood_dead_K_per_dry_mass,"stem [PO_0009047]; wood, secondary xylem [PO_0005848]",senesced wood mineral and ion content trait [trait_group_0000508],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0000532,wood_dead_Mg_per_dry_mass,"stem [PO_0009047]; wood, secondary xylem [PO_0005848]",senesced wood mineral and ion content trait [trait_group_0000508],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0000538,wood_dead_N_per_dry_mass,"stem [PO_0009047]; wood, secondary xylem [PO_0005848]",senesced wood mineral and ion content trait [trait_group_0000508],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0000540,wood_dead_Na_per_dry_mass,"stem [PO_0009047]; wood, secondary xylem [PO_0005848]",senesced wood mineral and ion content trait [trait_group_0000508],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0000544,wood_dead_P_per_dry_mass,"stem [PO_0009047]; wood, secondary xylem [PO_0005848]",senesced wood mineral and ion content trait [trait_group_0000508],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0000612,bark_Al_per_dry_mass,bark [PO_0004518],stem mineral and ion content trait [trait_group_0000206],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0000614,bark_B_per_dry_mass,bark [PO_0004518],stem mineral and ion content trait [trait_group_0000206],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0000616,bark_C_per_dry_mass,bark [PO_0004518],stem mineral and ion content trait [trait_group_0000206],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0000618,bark_Ca_per_dry_mass,bark [PO_0004518],stem mineral and ion content trait [trait_group_0000206],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0000626,bark_Cu_per_dry_mass,bark [PO_0004518],stem mineral and ion content trait [trait_group_0000206],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0000628,bark_Fe_per_dry_mass,bark [PO_0004518],stem mineral and ion content trait [trait_group_0000206],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0000630,bark_K_per_dry_mass,bark [PO_0004518],stem mineral and ion content trait [trait_group_0000206],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0000632,bark_Mg_per_dry_mass,bark [PO_0004518],stem mineral and ion content trait [trait_group_0000206],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0000634,bark_Mn_per_dry_mass,bark [PO_0004518],stem mineral and ion content trait [trait_group_0000206],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0000638,bark_N_per_dry_mass,bark [PO_0004518],stem mineral and ion content trait [trait_group_0000206],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0000640,bark_Na_per_dry_mass,bark [PO_0004518],stem mineral and ion content trait [trait_group_0000206],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0000644,bark_P_per_dry_mass,bark [PO_0004518],stem mineral and ion content trait [trait_group_0000206],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0000646,bark_S_per_dry_mass,bark [PO_0004518],stem mineral and ion content trait [trait_group_0000206],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0000652,bark_Zn_per_dry_mass,bark [PO_0004518],stem mineral and ion content trait [trait_group_0000206],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0000816,root_C_per_dry_mass,root [PO_0009005],root mineral and ion content trait [trait_group_0000808],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0000838,root_N_per_dry_mass,root [PO_0009005],root mineral and ion content trait [trait_group_0000808],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0000844,root_P_per_dry_mass,root [PO_0009005],root mineral and ion content trait [trait_group_0000808],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0001038,flower_N_per_dry_mass,reproductive shoot system [PO_0025082]; flower [PO_0009046],reproductive shoot system mineral and ion content trait [trait_group_0001006],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0001118,fruit_Ca_per_dry_mass,reproductive shoot system [PO_0025082]; fruit [PO_0009001],reproductive shoot system mineral and ion content trait [trait_group_0001006],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0001130,fruit_K_per_dry_mass,reproductive shoot system [PO_0025082]; fruit [PO_0009001],reproductive shoot system mineral and ion content trait [trait_group_0001006],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0001132,fruit_Mg_per_dry_mass,reproductive shoot system [PO_0025082]; fruit [PO_0009001],reproductive shoot system mineral and ion content trait [trait_group_0001006],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0001138,fruit_N_per_dry_mass,reproductive shoot system [PO_0025082]; fruit [PO_0009001],reproductive shoot system mineral and ion content trait [trait_group_0001006],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0001144,fruit_P_per_dry_mass,reproductive shoot system [PO_0025082]; fruit [PO_0009001],reproductive shoot system mineral and ion content trait [trait_group_0001006],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0001146,fruit_S_per_dry_mass,reproductive shoot system [PO_0025082]; fruit [PO_0009001],reproductive shoot system mineral and ion content trait [trait_group_0001006],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0001218,seed_Ca_per_seed_dry_mass,reproductive shoot system [PO_0025082]; seed [PO_0009010],reproductive shoot system mineral and ion content trait [trait_group_0001006],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0001230,seed_K_per_seed_dry_mass,reproductive shoot system [PO_0025082]; seed [PO_0009010],reproductive shoot system mineral and ion content trait [trait_group_0001006],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0001232,seed_Mg_per_seed_dry_mass,reproductive shoot system [PO_0025082]; seed [PO_0009010],reproductive shoot system mineral and ion content trait [trait_group_0001006],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0001238,seed_N_per_seed_dry_mass,reproductive shoot system [PO_0025082]; seed [PO_0009010],reproductive shoot system mineral and ion content trait [trait_group_0001006],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0001244,seed_P_per_seed_dry_mass,reproductive shoot system [PO_0025082]; seed [PO_0009010],reproductive shoot system mineral and ion content trait [trait_group_0001006],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0001246,seed_S_per_seed_dry_mass,reproductive shoot system [PO_0025082]; seed [PO_0009010],reproductive shoot system mineral and ion content trait [trait_group_0001006],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0001511,leaf_cell_wall_N_per_cell_wall_dry_mass,leaf [PO_0025034],live leaf mineral and ion content trait [trait_group_0000008],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0001512,leaf_cell_wall_N_per_leaf_N,leaf [PO_0025034],live leaf mineral and ion content trait [trait_group_0000008],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0001513,leaf_rubisco_N_per_total_leaf_N,leaf [PO_0025034],cell or tissue mineral and ion content trait [trait_group_0001502],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0001514,leaf_thylakoid_N_per_total_leaf_N,leaf [PO_0025034],cell or tissue mineral and ion content trait [trait_group_0001502],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0001611,leaf_epidermis_Ca_per_fresh_mass,leaf [PO_0025034],cell or tissue mineral and ion content trait [trait_group_0001502],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0001612,leaf_hypodermis_Ca_per_fresh_mass,leaf [PO_0025034],cell or tissue mineral and ion content trait [trait_group_0001502],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0001613,leaf_internal_parenchyma_Ca_per_fresh_mass,leaf [PO_0025034],cell or tissue mineral and ion content trait [trait_group_0001502],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0001614,leaf_palisade_mesophyll_Ca_per_fresh_mass,leaf [PO_0025034],cell or tissue mineral and ion content trait [trait_group_0001502],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0001615,leaf_sclerenchyma_Ca_per_fresh_mass,leaf [PO_0025034],cell or tissue mineral and ion content trait [trait_group_0001502],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0001616,leaf_spongy_mesophyll_Ca_per_fresh_mass,leaf [PO_0025034],cell or tissue mineral and ion content trait [trait_group_0001502],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0001661,leaf_epidermis_P_per_fresh_mass,leaf [PO_0025034],cell or tissue mineral and ion content trait [trait_group_0001502],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0001662,leaf_hypodermis_P_per_fresh_mass,leaf [PO_0025034],cell or tissue mineral and ion content trait [trait_group_0001502],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0001663,leaf_internal_parenchyma_P_per_fresh_mass,leaf [PO_0025034],cell or tissue mineral and ion content trait [trait_group_0001502],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0001664,leaf_palisade_mesophyll_P_per_fresh_mass,leaf [PO_0025034],cell or tissue mineral and ion content trait [trait_group_0001502],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0001665,leaf_sclerenchyma_P_per_fresh_mass,leaf [PO_0025034],cell or tissue mineral and ion content trait [trait_group_0001502],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0001666,leaf_spongy_mesophyll_P_per_fresh_mass,leaf [PO_0025034],cell or tissue mineral and ion content trait [trait_group_0001502],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0002021,leaf_total_non-structural_carbohydrates_per_area,leaf [PO_0025034],carbohydrate content trait [trait_group_0002005],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0002022,leaf_total_non-structural_carbohydrates_per_mass,leaf [PO_0025034],carbohydrate content trait [trait_group_0002005],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0002024,leaf_cellulose_per_dry_mass,leaf [PO_0025034],carbohydrate content trait [trait_group_0002005],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0002025,leaf_starch_per_area,leaf [PO_0025034],carbohydrate content trait [trait_group_0002005],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0002027,leaf_soluble_starch_per_area,leaf [PO_0025034],carbohydrate content trait [trait_group_0002005],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0002028,leaf_soluble_starch_per_mass,leaf [PO_0025034],carbohydrate content trait [trait_group_0002005],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0002031,leaf_soluble_sugars_per_area,leaf [PO_0025034],carbohydrate content trait [trait_group_0002005],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0002032,leaf_soluble_sugars_per_mass,leaf [PO_0025034],carbohydrate content trait [trait_group_0002005],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0002035,leaf_soluble_protein_per_area,leaf [PO_0025034],protein content trait [trait_group_0002009],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0002037,leaf_insoluble_protein_per_area,leaf [PO_0025034],protein content trait [trait_group_0002009],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0002050,leaf_lignin_per_dry_mass,leaf [PO_0025034],phenolic compound content trait [trait_group_0002007],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0002052,leaf_phenol_per_dry_mass,leaf [PO_0025034],phenolic compound content trait [trait_group_0002007],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0002054,leaf_tannin_per_dry_mass,leaf [PO_0025034],phenolic compound content trait [trait_group_0002007],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0002055,leaf_carotenoid_per_area,leaf [PO_0025034],pigment content trait [trait_group_0002008],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0002056,leaf_carotenoid_per_dry_mass,leaf [PO_0025034],pigment content trait [trait_group_0002008],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0002081,leaf_chlorophyll_per_area,leaf [PO_0025034],pigment content trait [trait_group_0002008],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0002082,leaf_chlorophyll_per_dry_mass,leaf [PO_0025034],pigment content trait [trait_group_0002008],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0002083,leaf_chlorophyll_A_per_area,leaf [PO_0025034],pigment content trait [trait_group_0002008],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0002084,leaf_chlorophyll_A_per_dry_mass,leaf [PO_0025034],pigment content trait [trait_group_0002008],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0002085,leaf_chlorophyll_B_per_area,leaf [PO_0025034],pigment content trait [trait_group_0002008],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0002086,leaf_chlorophyll_B_per_dry_mass,leaf [PO_0025034],pigment content trait [trait_group_0002008],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0002087,leaf_chlorophyll_A_B_ratio,leaf [PO_0025034],pigment content trait [trait_group_0002008],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0002090,leaf_rubisco_per_leaf_dry_mass,leaf [PO_0025034],protein content trait [trait_group_0002009],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0002127,stem_soluble_starch_per_mass,stem [PO_0009047],carbohydrate content trait [trait_group_0002005],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0002131,stem_soluble_sugars_per_mass,stem [PO_0009047],carbohydrate content trait [trait_group_0002005],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0002224,bark_cellulose_per_dry_mass,bark [PO_0004518],carbohydrate content trait [trait_group_0002005],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0002250,bark_lignin_per_dry_mass,bark [PO_0004518],phenolic compound content trait [trait_group_0002007],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0002255,bark_tannin_per_dry_mass,bark [PO_0004518],phenolic compound content trait [trait_group_0002007],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0002327,root_soluble_starch_per_mass,root [PO_0009005],carbohydrate content trait [trait_group_0002005],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0002331,root_soluble_sugars_per_mass,root [PO_0009005],carbohydrate content trait [trait_group_0002005],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0002534,seed_protein_per_seed_dry_mass,reproductive shoot system [PO_0025082]; seed [PO_0009010],protein content trait [trait_group_0002009],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0002544,seed_oil_per_seed_dry_mass,reproductive shoot system [PO_0025082]; seed [PO_0009010],lipid content trait [trait_group_0002006],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0002822,leaf_ash_per_dry_mass,leaf [PO_0025034],live leaf mineral and ion content trait [trait_group_0000008]; fire response trait [trait_group_0030602],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0002824,bark_ash_per_dry_mass,bark [PO_0004518],stem mineral and ion content trait [trait_group_0000206]; fire response trait [trait_group_0030602],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0003011,bark_delta13C,bark [PO_0004518],stable isotope ratio determination [trait_group_0003004],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0003012,leaf_delta13C,leaf [PO_0025034],stable isotope ratio determination [trait_group_0003004],nutrient and stable isotope,core_trait
https://w3id.org/APD/traits/trait_0003013,stem_delta13C,stem [PO_0009047],stable isotope ratio determination [trait_group_0003004],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0003014,root_delta13C,root [PO_0009005],stable isotope ratio determination [trait_group_0003004],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0003015,wood_delta13C,"stem [PO_0009047]; wood, secondary xylem [PO_0005848]",stable isotope ratio determination [trait_group_0003004],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0003031,bark_delta15N,bark [PO_0004518],stable isotope ratio determination [trait_group_0003004],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0003032,leaf_delta15N,leaf [PO_0025034],stable isotope ratio determination [trait_group_0003004],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0003033,stem_delta15N,stem [PO_0009047],stable isotope ratio determination [trait_group_0003004],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0003034,root_delta15N,root [PO_0009005],stable isotope ratio determination [trait_group_0003004],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0003035,wood_delta15N,"stem [PO_0009047]; wood, secondary xylem [PO_0005848]",stable isotope ratio determination [trait_group_0003004],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0003052,leaf_xylem_delta15N,leaf [PO_0025034],stable isotope ratio determination [trait_group_0003004],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0003053,root_xylem_delta15N,root [PO_0009005],stable isotope ratio determination [trait_group_0003004],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0003072,leaf_delta18O,leaf [PO_0025034],stable isotope ratio determination [trait_group_0003004],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0003092,stem_water_delta18O,stem [PO_0009047],stable isotope ratio determination [trait_group_0003004],nutrient and stable isotope,
https://w3id.org/APD/traits/trait_0010021,plant_width,whole plant [PO_0000003],whole plant morphology trait [trait_group_0010004],whole plant morphology,
https://w3id.org/APD/traits/trait_0010022,plant_breadth,whole plant [PO_0000003],whole plant morphology trait [trait_group_0010004],whole plant morphology,
https://w3id.org/APD/traits/trait_0010023,plant_height,whole plant [PO_0000003]; stem [PO_0009047],whole plant morphology trait [trait_group_0010004],whole plant morphology,core_trait
https://w3id.org/APD/traits/trait_0010024,plant_diameter_breast_height,stem [PO_0009047]; whole plant [PO_0000003],stem morphology trait [trait_group_0011802],stem morphology,
https://w3id.org/APD/traits/trait_0010025,stem_count,stem [PO_0009047],stem morphology trait [trait_group_0011802],stem morphology,
https://w3id.org/APD/traits/trait_0010070,plant_spinescence,leaf [PO_0025034]; stem [PO_0009047]; whole plant [PO_0000003],leaf shape trait [trait_group_0011304]; whole plant phenotype trait [trait_group_0030006]; plant structure morphology trait [trait_group_0011001],life history,
https://w3id.org/APD/traits/trait_0010110,embryo_colour,whole plant [PO_0000003],plant embryo morphology trait [trait_group_0010104],whole plant morphology,
https://w3id.org/APD/traits/trait_0010111,cotyledon_function,whole plant [PO_0000003]; leaf [PO_0025034],plant embryo morphology trait [trait_group_0010104]; leaf morphology trait [trait_group_0011202],leaf morphology,
https://w3id.org/APD/traits/trait_0010112,cotyledon_position,whole plant [PO_0000003]; leaf [PO_0025034],plant embryo morphology trait [trait_group_0010104],whole plant morphology,
https://w3id.org/APD/traits/trait_0010113,cotyledon_hairs,whole plant [PO_0000003]; leaf [PO_0025034],plant embryo morphology trait [trait_group_0010104],whole plant morphology,
